year	rank	votes	artist	song	filename	source	lyrics	language
2008	19	337	Rulers Of The Deep	Planet Drum 	""			
2008	20	247	Külalised	Armastus On Armastus 	lyrics-kulalised-armastus_on_armastus	1	armastus on armastus, armastus on tunne, tunne on miski, mis kestab rohkem kui tunde, armastus on maagia, positiivne jõud. yo! armastus on muusika need biidid ja flow. armastus on armastus, armastus on tunne, tunne on miski, mis kestab rohkem kui tunde, armastus on maagia, positiivne jõud. yo! armastus on muusika need biidid ja flow. see on õhus mida hingad, inimestes keda hindad, hetkedes, mil magus vool tungib sügavale rinda, see on see miski, mida raske seletada, nagu ilus tüdruk keda häbelikult suudad teretada, pea käib ringi alguses, kuid ajapikku tuleb kindlus, täiuslikkus pole määrav, liigne kirg põletab linnu, usk ning lootus selles trios lohutust asendavad, armastus viib tagasi pinnale, kui seisud masendavad, perekond, number üks, südames kes ühendatud, inimestele mu ümber alati on pühendatud, iga rida selles loos, iga sõna ja hingetõmme, armastus on armastus, nii oli eile ja on ka homme! armastus on armastus, armastus on tunne, tunne on miski, mis kestab rohkem kui tunde, armastus on maagia, positiivne jõud. yo! armastus on muusika need biidid ja flow. armastus on armastus, armastus on tunne, tunne on miski, mis kestab rohkem kui tunde, armastus on maagia, positiivne jõud. yo! armastus on muusika need biidid ja flow. esimene pilguvahetus, mis kingib kõhutäie liblikaid, mäletan me kohtumist, mis südamesse jäi, see tuli järsku, nagu välgusähvatus, kui igavlesin tunnis, ta jalutas kõrvaklappides ja tal olid fankid trummid, nii värske! kaasahaarav! elujõud pluss kompromissitus, ja vabalt jooksvad sõnad, mida kuulama jäin lummatult, aastaid hiljem peale proove ja meelestläinud ridasid, mõistan alles nüüd sõnastada oma täielikku lugupidamist, kuigi vahel tundub mõtetu ja vahel on valus, on see mu ainus toimiv suhe, kus ausus on kõige alus, armastus on armastus, armastus on tunne ja see tunne lööb siiani mul kõik kanalid umbe! armastus on armastus, armastus on tunne, tunne on miski, mis kestab rohkem kui tunde, armastus on maagia, positiivne jõud. yo! armastus on muusika need biidid ja flow. armastus on armastus, armastus on tunne, tunne on miski, mis kestab rohkem kui tunde, armastus on maagia, positiivne jõud. yo! armastus on muusika need biidid ja flow. Võin küll põgeneda, pugeda peitu, ära pöörata näo, kuid enda seest, mis korra leitud, see enam kuhugi ei kao, ja peale tundetorme, vihahooge, üksindust täis käike, otsa vaatavad silmad, millest vastu särab päike, ar- maa-stuus ooon!! las igaüks lõpetab lause seal kusmaani julgeb tunda ja kindlalt teab et ärajoosta pole vaja, pole vaja ennast sundida ta areneb ise nagu beebi, õpib istuma, seisma, kõndima armumise lõpus kipub reaalsus tundeid tuhmistama leiad rohtu selle vastu kui julged julgelt unistada tühi tähi pühi meelest ja ta tuleb, valgustus igal ajal igas hetkes armastus on armastus armastus on armastus, armastus on tunne tunne on miski, mis kestab rohkem kui tunde armastus on maagia, positiivne jõud. yo! armastus on muusika need biidid ja flow armastus on armastus, armastus on tunne tunne on miski mis kestab rohkem kui tunde armastus on maagia, positiivne jõud. yo! armastus on muusika need biidid ja flow armastus on armastus, armastus on tunne tunne on miski mis kestab rohkem kui tunde armastus on maagia, positiivne jõud. yo! armastus on muusika need biidid ja flow armastus on armastus, armastus on tunne tunne on miski mis kestab rohkem kui tunde armastus on maagia, positiivne jõud. yo! armastus on muusika need biidid ja flow armastus on tunne, armastus on armastus, armastus on tunne	et
2008	21	230	Marvi Vallaste & Bad Orange	Sa ja Ma 	lyrics-marvi_vallaste-sa_ja_ma	1	Kui sul tunne on maas, tõstad silmad kui mind kuuled ja kui meenutad langeb naeratus sul üle huulte. Kui mõtlen järgi su väikeseid jälgi ma tihti leidsin siit. Kord vihmast märjad ja kulunud salli ma kaelast rebisin. Nii hea et sa ja ma nüüd saame olla koos, ei loe, et vihma langeb sügistuule hoos. Nii hea et sa ja ma nüüd saame olla koos ja loodan homme päev meil jälle päikse toob. Kas on kuskil teel ootamas mind veel, kas keegi kuuleb. Minu sõnades, sinu igatsus mis veelgi suurem. Kui mõtled järgi, sügavaid jälgi sa leiad enda seest. Kui silmad sulen ja kustunud tuled, sa näed mind enda ees. Nii hea et sa ja ma nüüd saame olla koos, ei loe, et vihma langeb sügistuule hoos. Nii hea et sa ja ma nüüd saame olla koos ja loodan homne päev meil jälle päikse toob (jälle päike toob). Kui mõtled järgi, sügavaid jälgi sa leiad enda seest. Kui silmad suled ja kustunud tuled, sa näed mind enda ees. Nii hea et sa ja ma nüüd saame olla koos, ei loe, et vihma langeb sügistuule hoos. Nii hea et sa ja ma nüüd saame olla koos ja loodan homme päev meil jälle päikse toob.	et
2008	22	222	Shanon	Draama 	lyrics-shanon-draama	1	Millega algas su tähelend kuidas kõik mida tahad saad kõik on su ümber puhas mäng on vaid teater ja näitlejad see oli plaanitudgi nii et ma endale osa saan olin narr, kes ei tea, keda mängima peab su vallatu pilk ja kehakeel mõni juhuslik puudutus ei küsinud kus mul õige tee olin tahtlikult saamatu ei suutnud ma takistada sind kuid mu hinge sa murtsid tee sellest rünnakust ma pole toibunud veel.. ref. : kas sa tead .. kuidas ma .. istun telefon käes ja ootan millal helistad sa läbi öö terve päev see on minu jaoks täielik draama, kui sind ma ei näe minust kõik läbi läheb nii teha midagi sinna ei saa armutud kellaosutid aja möödumist näitavad see on vist lugu lõputu kui vaid näitlejad ellu jääks tuleb päev, uue osa ma saan, küll sa näed.. ref. : ( 3x ) kas sa tead .. kuidas ma .. istun telefon käes ja ootan millal helistad sa läbi öö terve päev see on minu jaoks täielik draama, kui sind ma ei näe	et
2008	23	219	Hu?	Absoluutselt 	lyrics-hannaliisa_uusma-absoluutselt	1	( Miks küsid? Tahad, ma vastan sulle? ) Ma olin juuksuris täna jälle. Täna pool päeva. Ja olin maniküüris täna jälle. Täna pool päeva. Ja solaarium toonis mu nahka. Ja jõusaal voolis mu keha. Ja üleüldse ma hullult näen vaeva. Päevast päeva, päevast päeva. Kuid ta ei vaata mind. Absoluutselt. Kuid ta ei taha mind. Absoluutselt. Kuid ta ei helista mulle üldse. Absoluutselt. Ja pole mõtet vist lisada. Sest ta ei messi ka. Absoluutselt Ma käisin poodides täna jälle. Täna terve päeva. Ja olin mõtetes täna jälle. Täna terve päeva Ja sõitsin autoga maha paar märki. Ja unustasin oma Gucci koti parki. Ja nii päevast päeva, ma unistan aina. Unistan aina. Kuid ta ei vaata mind. Absoluutselt. Kuid ta ei taha mind. Absoluutselt. Kuid ta ei helista mulle üldse. Absoluutselt. Ja pole mõtet vist lisada. Sest ta ei messi ka. Absoluutselt La la la la lalalalaa. No mis elu see on? La la la la lalalalaa. No mis elu see on? La la la la lalalalaa. No mis elu see on? La la la la lalalalaa. No mis elu see on? Kuid ta ei vaata mind. Absoluutselt. Kuid ta ei taha mind. Absoluutselt. Kuid ta ei helista mulle üldse. Absoluutselt. Ja pole mõtet vist lisada. Sest ta ei messi ka. Absoluutselt. ( Miks küsid? Tahad, ma vastan sulle? )	et
2008	24	211	Hu?	Uv Faktor 5 	lyrics-hannaliisa_uusma-uv_faktor_5	1	Sa Piritale randa mind tõid Kui väljas hõõgus suvepäev Sa hiljuti mu üle just lõid Nüüd tasu hakkas tooma vaev Me kuumal liival lebame Nii ilusad me kehad Sul raha ka nii palju on Meil miskit pole vaja teha Siis kreemita mu keha UV faktor 5 Heliseb su sõrmede all UV faktor 5 Sätendab mu pruunil nahal UV faktor 5 Heliseb su sõrmede all UV faktor 5 Need kreemised vallatud ringid Sa Piritale randa mind tõid Kui väljas hõõgus suvepäev Nüüd silmadega ahnitsed mind Ma kuumal liival jahe kaev Su anekdoodid tüütavad mind Kuid kõik ei saagi olla kerge Sul pappi õnneks palju on Seetõttu saatsin teise per Siis kreemita mu keha UV faktor 5 Heliseb su sõrmede all UV faktor 5 Sätendab mu pruunil nahal UV faktor 5 Heliseb su sõrmede all UV faktor 5 Need kreemised vallatud ringid UV faktor 5 Nii õnnelikud päikese all UV faktor 5 Me oleme kaitstud Tulgu või napalm... Tulgu või napalm... Tulgu või napalm... Tulgu või napalm...	et
2008	25	200	Ines	Keerlen 	lyrics-ines-keerlen	1	Täna ma tean täna ma tunnen ja mõtlen. Homset ei tea homset ma ette ei mõtle. Täna on hea täna ma kõrgustes seiklen, su eest võitlen,jagan kõike. Täna on kuum täna on öö nagu filmis. Naeratab kuu muudab mind lendavaks ingliks. Kannab mind tuul, puhub ja lennutab lehti neid ei keegi, rebi lahti. Ref: Ma keerlen, ma pöörlen, täna mind kätel kannad. Ma keerlen, ma pöörlen täna mul armu annad kuid homme kui koidab põgenen kiirelt ja kaon sa mu said kuid kohe olen läind. Homme on käes midagi ees mind ei oota. Lukustan end oma tuppa ja eilsesse vaatan. Tundub, et seal, kus veel eile nii hea ei toond õnne, vajun unne näen sind jälle. Ref: Ma keerlen, ma pöörlen, täna mind kätel kannad. Ma keerlen, ma pöörlen täna mul armu annad kuid homme kui koidab põgenen kiirelt ja kaon sa mu said kuid kohe olen läind. Täna mu said hambad kõrri lõid. Täna mu said hambad kõrri lõid. Ref: Ma keerlen, ma pöörlen, täna mind kätel kannad. Ma keerlen, ma pöörlen täna mul armu annad kuid homme kui koidab põgenen kiirelt ja kaon sa mu said kuid kohe olen läind. Ma keerlen ja pöörlen homme kui koidab põgenen kiirelt ja kaon sa mu said kuid kohe olen läind.	et
2008	26	197	Vanilla Ninja	Dangerzone 	lyrics-vanilla_ninja-dangerzone	1	Lock me up in chains Want to be with me Think you know the score Feel my burning flames Wanna hold me tight Wanna be adored Feel my curse Welcome to the dangerzone Feel the poison in my veins Tell me are you strong enough To keep up with my life Welcome to the dangerzone What you see ain't what you get Let us fly this aeroplane Tonight Did you see the sign Did you read the warning in my eyes Got a heavy load Gotta stay on track when things explode And together we'll go through the fire Will you stay by my side? Welcome to the dangerzone Feel the poison in my veins Tell me are you strong enough To keep up with my life Welcome to the dangerzone What you see ain't what you get Let us fly this aeroplane Tonight Come with me Feel the need Youre mine tonight I will win this fight Come with me Hold the key Of destiny Welcome to the dangerzone Feel the poison in my veins Tell me are you strong enough To keep up with my life Welcome to the danger zone What you see ain't what you get Let us fly this aeroplane Tonight	en
2008	27	196	Smilers	Närtsinud Roos 	lyrics-smilers-nartsinud_roos	1	Õis, nii avanev õis, tulid, nägid ja võitsid, uue alguse endaga tõid. Jõid, sa januga jõid, minu riivatud mõtted sa endasse imesid kõik. Ref: Selles tähtedega täidetud öös, mille veetsime koos, pidid endaga sa võtma kõik, kuid maha jäi pool. Selles tähtedega täidetud öös, mille veetsime koos, seisab tühjas veinipudelis üks närtsinud roos. Suu, see valetav suu Lasin voolata sõnadel ma ja otsida tuult. Ei midagi muud, mitte midagi muud, mulle jäi sinust tuppa vaid lõhn ja üks mälestus kuum. Ref. Soolo Ref. (x2)	et
2008	28	186	Birgit Õigemeel	Ise 	lyrics-birgit_oigemeel-ise	1	Ise Siin veetnud päeva Täna lõpetan töö Väsind välja näen ma Vahele jäänud öö Ei enam miski muuda Verest välja ei löö Kui su vabandust kuulan Lihtsalt käega nüüd löön Ise tean mis teen Lähen lõpuni välja Ise ma Oma vastused saan Ise tean mis teen Tahan lihtsalt olla Ise tean ja teen ja saan Üksi söön lõunat Iseendaga koos Sind kuulata jõua Need su lõputud lood Ise tean mis teen... Kui kohtasin sind Siis uskusin Koos et me tundmatut Tabada suudaks Ma lootsin et hing Olnuks seiklusel sinuga koos Ise tean mis teen..	et
2008	29	179	Terminaator	Pilves Selgimistega 	lyrics-terminaator-pilves_selgimistega	1	KUULSID RAADIOST ET SINU LEMMIKBÄND LÄKS LAIALI VÄHE PUUDUS ET SA KESKA OLEKS JÄTNUD POOLELI OLID MUREST MURTUD, KÜSISID ET MIS KÜLL MINUST SAAB OLID ÕRNAS EAS JA SILMIS SÄTENDASID PISARAD OMA PARIMA SÕBRANNA KÄEST SAID TEKSTISÕNUMI SINU BOYFRIENDIL ON KEEGI TEINE, SORRY SEE ON NII AINUS ASI MIDA TEMA OLEKS VÕINUD LISADA ET TA KURAT VÕTAKS ISE SEBIB SINU KUTIGA C: sha-la-la miks aru sa ei saa on vahel elu pilves selgimistega sha-la-la  miks aru sa ei saa on vahel elu pilves selgimistega MIDA KÕIKE ELUS OLED PIDANUD KÜLL TALUMA VERIVAENLASTELTKI VAHEL HARVA ABI PALUMA MÕNIKORD SA TAHAKS LIHTSALT KARJUDA JA LÕHKUDA LÜÜA NUTTA NAERDA ARMASTADA SURRA ELADA JA KUI TUNDUB ELU VEEREB RAGINAGA ALLA MÄEST KÕIK NII KINDLAD OTSAD LIBISEVAD ÄRA SINU KÄEST VÕTA KOKKU END SEST ASI EI SAA OLLA JU NII HULL PÄIKE SÄRADA VÕIB TAEVAS JUBA HOMME HOMMIKUL	et
2008	30	178	Kosmikud	Lydia Koidula haud 	lyrics-kosmikud-lydia_koidula_haud	1	Kokku on korjat’ sinu pleekinud luud muremullast Kuhu nad matsid sind kord, murtud tiib’ega lind Laulsid ju oma rahvale viimsegi palve Et oma maa rüpes lõppeda võiks sinu lend Kus oli mu isamaa? Kas kõlas haualgi see? Ütle, Lydia Koidula haud! Nüüd on täidet’ su soov, Emajõe ilus ööbik Hingad armsal maal, kus ema hällitas sind Pole suuremat hiilgust ja au pärast surma Kui see, millega on püütud katta su põrm Kus oli mu isamaa? Kas kõlas haualgi see? Ütle, Lydia Koidula haud! On püha paik kalmumäel, kuhu rändavad mõtted Rändavad lille’ga niisutet’ pisaraist Lydia Koidula, kosta kui lastele hauast Lootus ei ole murtud tiib’ega lind Kus oli mu isamaa? Kas kõlas haualgi see? Ütle, Lydia Koidula haud!	et
2008	31	177	Birgit Õigemeel	365 Days 	lyrics-birgit_oigemeel-365_days	1	you promised to be around clear as day you (are) probably changing your ways i'm waiting here all alone all the way for 365 days don't wanna fight but you promised you'll be by my side lonely days and just confusion on the other side of night words - these only words you say such delay for 365 days don't wanna fight but you promised you'll be by my side lonely days and just confusion on the other side of night don't wanna fight but you promised you'll be by my side is it right or is (it) insane why i stay awake and wait still feels (like) you're the air that i need the rhythm of every beat lets make the ends finally meet this (is) breaking apart our hearts don't wanna fight but you promised you'll be by my side lonely days and just confusion on the other side of night don't wanna fight but you promised you'll be by my side is it right or is (it) insane why i stay awake and wait	en
2008	32	175	A-Rühm	Loterii ja ... 	""			
2008	33	174	Leslie Da Bass	Pisar 	lyrics-leslie_da_bass-pisar	1	Ma arvasin, et olen tugev mees võin kannatata kõik Su piinad ei miski suuda muuta mu meelt mind miski ei suuda endast välja viia Ma arvasin, et olen tugev mees Su tujudest ei lase ennast petta kuid siis ei olnud aimugi mul veel üks salarelv on peidus veel Su sees Su pisaral on maagiline jõud ma murdun ainsa hetkega kui vaatan Su silmanurgas väreleb see pärl niisama lihtsalt võid mu ego maha tappa Su pisaral on tuumapommi jõud ma hävin ainsa hetkega kui vaatan kuis valgub mööda põske silmavärv ma kohe alistun, sest enne see ei lakka sest enne see ei lakka enne see ei lakka Ma arvasin, et olen tugev mees mind keegi ei suuda rööpast välja lüüa kuid siis ei olnud aimugi mul veel et saladuslik jõud Su silmaveel Su pisaral on maagiline jõud ma murdun ainsa hetkega kui vaatan Su silmanurgas väreleb see pärl ja mööda põske siis laskuma hakkab Su pisaral on erakordne jõud ma muutun ainsa hetkega kui vaatan et seisad taas mu ees ja silmad veel ma kohe maailma parandama hakkan Sinu pisaral on maagiline jõud ma murdun ainsa hetkega kui vaatan su silmanurgas väreleb see pärl niisama lihtsalt võid mu ego maha tappa Su pisaral on tuumapommi jõud ma hävin ainsa hetkega kui vaatan kuis valgub mööda põske silmavärv ma kohe alistun, sest enne see ei lakka sest enne see ei lakka enne see ei lakka sest enne see ei lakka enne see ei lakka	et
2008	34	169	Metsatöll	Iivakivi 	""			
2008	35	167	Dagö	Möödakarvapai 	lyrics-dago-moodakarvapai	1	Rotid on roogitud kassid on kasitud kotisuu kroogitud passid ja palitud veel jäänud viimane möödakarvapai Sõnad on nöögitud ahjupuud tassitud tunded on röögitud tulevik vassitud see, mis veel jäänud, on möödakarvapai Mind nii põletab mind nii põletab su naer mida mäletan mis mu öödes kogu aeg hellalt põletab päevi mööda kõnnib aeg mind nii põletab sindki põletab... sindki Teekond on kiidetud eilne on niidetud stangedel riputet plakatid sellest, et see mis on ees, on nii pehme ja lai Iharalt ihates vihaselt vihates armides armastust narridelt ihates kuu kannab küürule möödakarvapai Mind nii põletab mind nii põletab su naer mida mäletan mis mu öödes kogu aeg hellalt põletab päevi mööda kõnnib aeg mind nii põletab sindki põletab Mind nii põletab mind nii põletab su naer mida mäletan mis mu öödes kogu aeg hellalt põletab päevi mööda kõnnib aeg mind nii põletab sindki põletab... sindki põletab	et
2008	36	165	Birgit Õigemeel	Homme 	lyrics-birgit_oigemeel-homme	1	Nii õnnelik tundus oldud aeg su juures Nüüd jäänud on teesklus et polnud meis tõtt On olemas üksildus maailmas suures On pikale läinud me hüvastijätt Kuidagi peame suutma seda Tean et vaid aitab unustada aeg Kuid kui ma ootama jään Vaid luba mulle veel üks homne päev Vaid üks päev las jääb Aga homme Kuid kui ma ootama jään Ma tundsin et kõik meil liigub vastuvoolu Ei olnudki suunda teist sellel teel Kuidagi peame suutma seda Tean et vaid aitab unustada aeg Kuid kui ma ootama jään Vaid luba mulle veel üks homne päev Veel üks päev las jääb Aga homme Kuid kui ma ootama jään Mis siis kui ootama jään Kuid kui ma ootama jään Veel üks homne päev Veel üks päev las jääb Veel üks homne päev Veel üks päev las jääb Aga homme Kuid kui ma ootama jään	et
2008	37	140	Iiris Vesik	Ice Cold Story 	lyrics-iiris_vesik-ice-cold_story	1	Snowflakes flying in the wintersky They have no wings Like wordless choir on the high That cannot sing Endlessly the time will flow And noone knows How many secrets are hidden In the falling snow It's an ice-cold story In my snow-white hand And this old old story Will never find the end Shining lilies on my window-pane Will wander by Ancient happy-ending fairy tales Oh they make me cry Talking to the mirror When noone hears Good-bye lonely moments Running down the stairs It's an ice-cold story In my snow-white hand And this old old story Will never find the end Snowman under the apple tree Will never melt His empty eyes remind me That's how I've always felt Oh, mister snowman Will you marry me Let's fly like snowflakes Across the frozen sea And here comes the spring I feel on my finger An ice-cold ring It's an ice-cold story In my snow-white hand And this old old story Will never find the end It's an ice-cold story In my snow-white hand And this old old story Will never...will never find the end	en
2008	38	136	Meie Mees	Valge Mersu 	lyrics-meie_mees-valge_mersu	1	Nanananananana Õhtult töölt ma koju sõitsin laenuks valge mersu võtsin mersu roolis hea näen välja dressipüksid tõmban jalga. Sõidan pidutsema Pärnu, klotsi kiirelt põhja tallun peeglist märkan bemmi musta naerust pidin püksi kusma. Lasin mersu hääled peeneks otsekohe kõik sai selgeks bemmimees jäi täpiks maha kaugele mu selja taha. Ref. Valge mersu, valge mersu kuuesajane kamraad teavad kõik maailma naised et ma veidi huligaan. Valge mersu, valge mersu minu ustav ratsu sa annan sulle aina piitsa mööda maanteed ratsuta Nanananananana Kui, kui Kui mul äkki igav hakkab tee pealt naisi peale võtan panen taha istuma pinki annan limpsida maitsvat limpsi ja siis läheb lahti sõiduks mõnda kluppi, kus saab möllu öösel klubis keset vägevamat pidu DJ mixib plaadil minu lemmiklugu ronin ülesse ma DJ pulti tema küsib: laulad ka v? annan temale siis mikri ma lemmiklugu hakkan laulema biip biip lalalalala Ref. Valge mersu, valge mersu kuuesajane kamraad teavad kõik maailma naised et ma veidi huligaan. Valge mersu, valge mersu minu ustav ratsu sa annan sulle aina piitsa mööda maanteed ratsuta Valge mersu, valge mersu kuuesajane kamraad teavad kõik maailma naised et ma veidi huligaan. Valge mersu, valge mersu minu ustav ratsu sa annan sulle aina piitsa mööda maanteed ratsuta. Nananananana Valge mersu, valge mersu kuuesajane kamraad teavad kõik maailma naised et ma veidi huligaan. Valge mersu, valge mersu minu ustav ratsu sa annan sulle aina piitsa mööda maanteed ratsuta.	et
2008	39	131	Lenna Kuurmaa	Loomeinimesed 	lyrics-lenna_kuurmaa-loomeinimesed	1	loomeinimesed me loome inimesi me sinu tee meedia idee väike needus, kollane kamp mõtte peetus, teadmiste pank kas pole armas, arg lihtne laul eilne varnas, kas vastus on paus koolkond teab ja prtisib selgust selges keeles meil üle mõeldud mõttest otsin vastuseid ideid illusioon ja tantsukoor suudled higi pettust jood nii me maailma ei loo selili taevas, homne on morn siruli vaevas, vastutuse torm mis murrab kaela ja lõpetab peo eneseteadmata meid see ei seo koolkond teab ja prtisib selgust selges keeles meil üle mõeldud mõttest otsin vastuseid ideid illusioon ja tantsukoor suudled higi pettust jood nii ju maailma sa lood sest loomeinimesed me ja loome inimesi me sinu tee, meedia idee (sinu tee, meedia idee) (sest loome inimese me) illusioon ja tantsukoor suudled higi pettust jood nii ju maailma sa lood sest loomeinimesed me ja loome inimesi me sinu tee, meedia idee (sinu tee, meedia idee) illusioon ja tantsukoor suudled higi pettust jood nii ju maailma sa lood (nii ju maailma sa lood) sest loomeinimesed me ja loome inimesi me sinu tee, meedia idee (sest loome inimese me) (sest loome inimese me) (sest loome inimese me)	et
2008	40	130	Mari-Leen	1987	lyrics-mari-leen_kaselaan-1987	1	Ma pühin tolmu plaadiriiulilt, on vana pleier unustatud sinna. Kassett on valmis, kui ammu ootaks mind, vaid klapid pähe ja rändan teise aega. O-o  o-o  oo-o-o Viib ajamasin kaasa, on aasta kaheksakend seitse. O-o  o-o  oo-o-o Sa vanu plaate kuula, ja taipad, et see oli eile. Miami Vice´ist ja Rocky´st Ramboni, on ära nähtud kõik need kultusfilmid. Ja selles doosis uimasena siis kõik tundub jälle, oleks justkui ilmsi. O-o  o-o  oo-o-o Viib ajamasin kaasa, on aasta kaheksakend seitse. O-o  o-o  oo-o-o Sa vanu plaate kuula, ja taipad, et see oli eile. O-o  o-o  oo-o-o Viib ajamasin kaasa, on aasta kaheksakend seitse. O-o  o-o  oo-o-o Sa vanu plaate kuula, ja taipad, et see oli eile. Viib meid tee... kaugele, tagasi aega...  veel... veel. Viib meid tee... kaugele, tagasi aega...  veel... veel. O-o  o-o  oo-o-o Viib ajamasin kaasa, on aasta kaheksakend seitse. O-o  o-o  oo-o-o Sa vanu plaate kuula, ja taipad, et see oli eile. O-o  o-o  oo-o-o Viib ajamasin kaasa, on aasta kaheksakend seitse. O-o  o-o  oo-o-o Sa vanu plaate kuula, ja taipad, et see oli eile.	et
2009	1	1296	Koit Toome	Kaugele Siit 	lyrics-koit_toome-kaugele_siit	1	Olen tagasi ma, kõik on muutunud ja uus. Oled veel ilusam, kui mu viimane mälestus. Ütle mis on su soov, kas on sul keegi veel? Palun ära valeta, tõde aimab niigi mu meel. Ref. Nii kaugele siit on jäänud meie väike paradiis. Kaugele siit iga mõte mind tagasi viib. Vaikin, sest tean see on parim mida teha saan. Sind eales ma pole soovind kaotada, nüüd ma tean. Need mis tundusid vead olid sammud mida läbida. Ja see mis tundus nii hea oli näide mida homselt saan. Ohvriks tooma end pean, sest pool oli minu süü. Seda tunnistan, et muuta kõike nüüd. Ref. 2x Nii kaugele siit on jäänud meie väike paradiis. Kaugele siit iga mõte mind tagasi viib. Vaikin, sest tean see on parim mida teha saan. Sind eales ma pole soovind kaotada, nüüd ma tean.	et
2009	2	719	Urban Symphony	Rändajad 	lyrics-urban_symphony-randajad	1	Kõrbekuumuses liiva Lendab kui jääkülma lund Öö peagi laotamas tiivad Rändajaid saatma jääb tuul See on tee Nad rändavad nii päevast päeva See on tee Nad rändavad siis ajast aega See on tee Ta nähtamatu rajana kulgeb See on tee Ta ootab kui riskida julged Külmunud hingi vaid saadab Kuuvalgus, varje neist loob Päikesekiirena sooja Hommik taas endaga toob See on tee Nad rändavad nii päevast päeva See on tee Nad rändavad siis ajast aega See on tee Ta nähtamatu rajana kulgeb See on tee Ta ootab kui riskida julged Nad rändavad nii päevast päeva Nad rändavad siis ajast aega Ta nähtamatu rajana kulgeb Ta ootab kui riskida julged Üle mägede taevasse kaigub hääl See on tee Nad rändavad nii päevast päeva See on tee Nad rändavad siis ajast aega See on tee Ta nähtamatu rajana kulgeb Nende ees Ta ootab kui riskida julged See on tee	et
2009	3	535	Birgit Õigemeel	Moonduja 	lyrics-birgit_oigemeel-moonduja	1	Pilk käib kinni, lihtsalt, ja lahti. Ilmeid antud, kui valgeid lehti. Ehk meid kuskil nõnda kord tehti. Kerge moonduda ilma ees. Seisa, vaiki, naerata neile. Triiki hoitud klaasis on paine. Torma, hüüa vaid valituile. Väänleb keegi kuskil su sees. Läbi näed mu moondujat. Alles jääb vaid puudutus. Keda näed? Kas on puudu hinges või liiga palju kõike, mis jookseb liiva. Selgroojooned naalduvad kiiva. Kerge moonduda ilma ees. Mööda minnes viimati nähti. Maha kantud kooritud kihti. Kest on tuim ja väikseks jääb tihti. Väänleb keegi kuskil su sees. Läbi näed. Alles jääb. Puudutus. Läbi näed mu moondujat. Alles jääb uhh puudutus. Läbi näed mu moondujat. Alles jääb uhh puudutus.	et
2009	4	496	Shanon	Läbi Pisarate 	""			
2009	5	485	HU?	Elupõletaja 	lyrics-hannaliisa_uusma-elupoletaja	1	tuld , tuld , tuld! Täna olen ma päris mureta, mis saab homme nagu väga mind ei huvita ka. Täna olen ma täitsa mureta, Oma elu nagu kulu ikka põletan ma. ja ja Sest et homme äkki taevast langeb pomme mis siis saab ? Sest et homme äkki kõik on poole hullem mis siis saab ? siis lasengi minna ei , ei , ei , ei huvita, olen elupõletaja. ei , ei , ei , ei huvita, oma elu põletan ma. ei , ei , ei , ei huvita, olen elupõletaja. ei , ei , ei , ei huvita, oma elu põletan ma. täna olen ma ikka mureta, mis saab homme nagu õrnalt mind ei huvita ka. täna olen ma täitsa mureta, oma elu ikka ääriveeri hävitan ma.ja ja Sest et homme äkki taevast langeb pomme mis siis saab ? Sest et homme äkki kõik on poole hullem mis siis saab ? siis lasengi minna ei , ei , ei , ei huvita, olen elupõletaja. ei , ei , ei , ei huvita, oma elu põletan ma. ei , ei , ei , ei huvita, olen elupõletaja. ei , ei , ei , ei huvita, oma elu põletan ma. 2x mis saab homme , seda ei tea kes saab enne , seda ei tea surm või elu , seda ei tea elu põleb suurel leegil ei , ei , ei , ei huvita, olen elupõletaja. ei , ei , ei , ei huvita, oma elu põletan ma. ei , ei , ei , ei huvita, olen elupõletaja. ei , ei , ei , ei huvita, oma elu põletan ma. tuld, tuld, tuld !	et
